#
# Results on Wednesday October 30 2019 20:12:49 UTC.
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.70 Safari/537.36
# Design number was non-random = 36
#
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1572466369,2ada59a85745553b0092a01595a5143e,PennController,20,0,instructions,NULL,PennController,0,_Trial_,Start,1572465976172,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,20,0,instructions,NULL,PennController,0,_Header_,Start,1572465976172,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,20,0,instructions,NULL,PennController,0,_Header_,End,1572465976179,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,20,0,instructions,NULL,PennController,0,_Trial_,End,1572465977912,NULL
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. id.
# 14. Comments.
1572466369,2ada59a85745553b0092a01595a5143e,PennController,21,0,instructions,NULL,PennController,1,_Trial_,Start,1572465977916,5cc723e6ee8e8d0016bc687d,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,21,0,instructions,NULL,PennController,1,_Header_,Start,1572465977916,5cc723e6ee8e8d0016bc687d,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,21,0,instructions,NULL,PennController,1,_Header_,End,1572465977916,5cc723e6ee8e8d0016bc687d,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,21,0,instructions,NULL,Scale,levels,Choice,NA,Never,5cc723e6ee8e8d0016bc687d,No selection happened
1572466369,2ada59a85745553b0092a01595a5143e,PennController,21,0,instructions,NULL,PennController,1,_Trial_,End,1572465993425,5cc723e6ee8e8d0016bc687d,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,22,0,instructions,NULL,PennController,2,_Trial_,Start,1572465993427,5cc723e6ee8e8d0016bc687d,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,22,0,instructions,NULL,PennController,2,_Header_,Start,1572465993427,5cc723e6ee8e8d0016bc687d,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,22,0,instructions,NULL,PennController,2,_Header_,End,1572465993427,5cc723e6ee8e8d0016bc687d,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,22,0,instructions,NULL,PennController,2,_Trial_,End,1572466005300,5cc723e6ee8e8d0016bc687d,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,26,0,intro,NULL,PennController,25,_Trial_,Start,1572466005302,5cc723e6ee8e8d0016bc687d,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,26,0,intro,NULL,PennController,25,_Header_,Start,1572466005302,5cc723e6ee8e8d0016bc687d,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,26,0,intro,NULL,PennController,25,_Header_,End,1572466005302,5cc723e6ee8e8d0016bc687d,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,26,0,intro,NULL,PennController,25,_Trial_,End,1572466017165,5cc723e6ee8e8d0016bc687d,NULL
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. id.
# 14. MinAdj.
# 15. MinLevel.
# 16. MidAdj.
# 17. MidLevel.
# 18. MaxAdj.
# 19. MaxLevel.
# 20. Form.
# 21. Force.
# 22. Level.
# 23. Tested.
# 24. Comments.
1572466369,2ada59a85745553b0092a01595a5143e,PennController,0,0,demo-Bathtub,NULL,PennController,5,_Trial_,Start,1572466017168,5cc723e6ee8e8d0016bc687d,Cold,25,Warm,58,Hot,75,comparative,Mid,66,WARMER,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,0,0,demo-Bathtub,NULL,PennController,5,_Header_,Start,1572466017168,5cc723e6ee8e8d0016bc687d,Cold,25,Warm,58,Hot,75,comparative,Mid,66,WARMER,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,0,0,demo-Bathtub,NULL,PennController,5,_Header_,End,1572466017168,5cc723e6ee8e8d0016bc687d,Cold,25,Warm,58,Hot,75,comparative,Mid,66,WARMER,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,0,0,demo-Bathtub,NULL,Scale,levels,Choice,NA,Never,5cc723e6ee8e8d0016bc687d,Cold,25,Warm,58,Hot,75,comparative,Mid,66,WARMER,No selection happened
1572466369,2ada59a85745553b0092a01595a5143e,PennController,0,0,demo-Bathtub,NULL,PennController,5,_Trial_,End,1572466038312,5cc723e6ee8e8d0016bc687d,Cold,25,Warm,58,Hot,75,comparative,Mid,66,WARMER,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,27,0,practice-Bathtub,NULL,PennController,26,_Trial_,Start,1572466038314,5cc723e6ee8e8d0016bc687d,Cold,25,Warm,58,Hot,75,comparative,Mid,66,WARMER,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,27,0,practice-Bathtub,NULL,PennController,26,_Header_,Start,1572466038314,5cc723e6ee8e8d0016bc687d,Cold,25,Warm,58,Hot,75,comparative,Mid,66,WARMER,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,27,0,practice-Bathtub,NULL,PennController,26,_Header_,End,1572466038315,5cc723e6ee8e8d0016bc687d,Cold,25,Warm,58,Hot,75,comparative,Mid,66,WARMER,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,27,0,practice-Bathtub,NULL,Scale,levels,Choice,60,1572466049015,5cc723e6ee8e8d0016bc687d,Cold,25,Warm,58,Hot,75,comparative,Mid,66,WARMER,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,27,0,practice-Bathtub,NULL,Var,errors,Final,0,1572466050840,5cc723e6ee8e8d0016bc687d,Cold,25,Warm,58,Hot,75,comparative,Mid,66,WARMER,Value at the end of the trial
1572466369,2ada59a85745553b0092a01595a5143e,PennController,27,0,practice-Bathtub,NULL,PennController,26,_Trial_,End,1572466050840,5cc723e6ee8e8d0016bc687d,Cold,25,Warm,58,Hot,75,comparative,Mid,66,WARMER,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,28,0,practice-Bathtub,NULL,PennController,27,_Trial_,Start,1572466050842,5cc723e6ee8e8d0016bc687d,Cold,25,Warm,58,Hot,75,comparative,Max,83,HOTTER,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,28,0,practice-Bathtub,NULL,PennController,27,_Header_,Start,1572466050842,5cc723e6ee8e8d0016bc687d,Cold,25,Warm,58,Hot,75,comparative,Max,83,HOTTER,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,28,0,practice-Bathtub,NULL,PennController,27,_Header_,End,1572466050843,5cc723e6ee8e8d0016bc687d,Cold,25,Warm,58,Hot,75,comparative,Max,83,HOTTER,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,28,0,practice-Bathtub,NULL,Scale,levels,Choice,77,1572466062688,5cc723e6ee8e8d0016bc687d,Cold,25,Warm,58,Hot,75,comparative,Max,83,HOTTER,NULL
1572466369,2ada59a85745553b0092a01595a5143e,PennController,28,0,practice-Bathtub,NULL,Var,errors,Final,1,1572466065368,5cc723e6ee8e8d0016bc687d,Cold,25,Warm,58,Hot,75,comparative,Max,83,HOTTER,Value at the end of the trial
